car,year,engine_hp,avg_mpg,price,salesman,dealership,sold_date,sold_month
Corvette,2015,445.0,18.5,70100,3,Car Town,2015-04-16,4
Corvette,2016,300.0,21.0,57000,2,Uptown Cars,2017-12-04,12
Corvette,2016,445.0,18.0,71500,2,Uptown Cars,2019-12-27,12
Corvette,2016,255.0,26.5,57700,1,Big Bobs,2018-08-13,8
Corvette,2016,300.0,21.5,54700,2,Uptown Cars,2016-10-27,10
Corvette,2017,300.0,21.0,57800,2,Big Bobs,2017-02-04,2
Corvette,2017,300.0,21.5,55500,3,Car Town,2019-01-07,1
Corvette,2017,255.0,26.5,59300,3,Uptown Cars,2019-10-31,10
Corvette,2017,445.0,18.0,72300,3,Uptown Cars,2018-05-22,5
Corvette,2015,567.0,16.5,102100,2,Car Town,2017-05-01,5
Corvette,2016,567.0,16.5,102200,4,Uptown Cars,2019-12-14,12
Corvette,2017,567.0,16.5,102200,4,Uptown Cars,2018-02-20,2
Corvette,2015,300.0,22.5,61900,2,Big Bobs,2017-05-02,5
Corvette,2015,445.0,18.5,72900,3,Uptown Cars,2017-11-25,11
Corvette,2015,300.0,23.0,59600,3,Uptown Cars,2017-03-27,3
Corvette,2016,300.0,21.0,62900,2,Uptown Cars,2018-12-10,12
Corvette,2016,300.0,21.5,60600,1,Big Bobs,2016-08-21,8
Corvette,2016,445.0,18.0,75300,4,Uptown Cars,2017-12-23,12
Corvette,2017,300.0,21.5,61400,3,Uptown Cars,2018-02-24,2
Corvette,2017,445.0,18.0,76100,2,Uptown Cars,2019-12-20,12
Corvette,2017,300.0,21.0,63700,4,Uptown Cars,2018-06-18,6
Camaro,2017,106.0,34.5,15950,3,Uptown Cars,2020-04-06,4
Camaro,2017,106.0,36.0,17050,3,Car Town,2017-11-21,11
Camaro,2015,106.0,33.5,16820,3,Big Bobs,2018-01-06,1
Camaro,2015,106.0,33.0,16880,4,Car Town,2017-03-27,3
Camaro,2015,106.0,33.0,16505,3,Uptown Cars,2018-06-28,6
Camaro,2015,106.0,33.0,15945,3,Big Bobs,2018-03-28,3
Camaro,2015,106.0,33.5,14845,2,Uptown Cars,2017-05-15,5
Camaro,2015,106.0,33.0,15570,3,Uptown Cars,2017-03-30,3
Camaro,2015,106.0,33.0,17620,4,Uptown Cars,2015-05-02,5
Camaro,2016,106.0,33.0,17670,2,Uptown Cars,2019-01-23,1
Camaro,2016,106.0,33.5,16870,2,Uptown Cars,2018-05-01,5
Camaro,2016,106.0,33.0,16555,2,Big Bobs,2017-02-07,2
Camaro,2016,106.0,33.0,16930,4,Uptown Cars,2017-03-11,3
Camaro,2016,106.0,33.5,14895,4,Uptown Cars,2019-04-18,4
Camaro,2016,106.0,33.0,15620,1,Car Town,2018-04-01,4
Camaro,2016,106.0,33.0,15995,4,Uptown Cars,2019-05-05,5
Camaro,2017,106.0,32.5,16000,3,Uptown Cars,2017-11-26,11
Camaro,2017,106.0,32.5,16910,3,Car Town,2017-10-08,10
Camaro,2017,106.0,33.0,15250,3,Uptown Cars,2017-02-20,2
Camaro,2017,106.0,32.5,16375,3,Car Town,2018-12-29,12
Camaro,2017,106.0,32.5,17285,2,Uptown Cars,2018-03-05,3
Camaro,2017,106.0,32.5,18000,2,Car Town,2018-09-26,9
Camaro,2017,106.0,33.0,17200,4,Uptown Cars,2020-05-28,5
Corvette,2000,193.0,20.5,4976,2,Uptown Cars,2001-12-26,12
Corvette,2000,193.0,20.5,4697,3,Car Town,2000-03-03,3
Corvette,2000,170.0,21.0,4755,4,Car Town,2003-05-28,5
Corvette,2001,225.0,22.5,37900,3,Big Bobs,2003-06-03,6
Corvette,2001,184.0,21.5,31300,3,Car Town,2003-11-29,11
Corvette,2001,225.0,22.5,37700,3,Uptown Cars,2002-09-14,9
Corvette,2002,225.0,22.5,37900,2,Car Town,2005-07-11,7
Corvette,2002,184.0,21.5,31300,3,Uptown Cars,2002-05-07,5
Corvette,2002,225.0,22.5,37700,3,Uptown Cars,2002-03-02,3
Corvette,2007,330.0,18.5,50100,2,Big Bobs,2010-05-06,5
Corvette,2007,330.0,18.5,52100,3,Uptown Cars,2010-03-13,3
Corvette,2008,330.0,19.0,50400,2,Uptown Cars,2010-05-22,5
Corvette,2008,330.0,19.0,52400,3,Car Town,2010-03-04,3
Corvette,2014,240.0,28.0,48950,3,Uptown Cars,2016-12-22,12
Corvette,2014,300.0,22.5,56950,3,Uptown Cars,2015-12-16,12
Corvette,2014,335.0,20.5,65800,3,Big Bobs,2015-05-03,5
Corvette,2015,240.0,28.0,48950,3,Uptown Cars,2017-11-05,11
Corvette,2015,300.0,20.5,56950,3,Car Town,2018-01-01,1
Corvette,2015,335.0,20.5,65800,3,Car Town,2018-05-25,5
Corvette,2016,300.0,20.5,57500,3,Uptown Cars,2016-04-26,4
Corvette,2016,240.0,28.0,49700,4,Uptown Cars,2019-09-09,9
Corvette,2016,335.0,20.5,66350,2,Car Town,2017-04-29,4
Corvette,2001,394.0,15.5,128000,4,Uptown Cars,2002-05-15,5
Corvette,2002,394.0,15.5,130000,2,Uptown Cars,2002-05-07,5
Corvette,2003,394.0,15.5,131500,3,Big Bobs,2005-02-09,2
